mpc_des,classification_gmv08method_vvl24,res_p_largernumber,res_q_smallernumber,Secure_or_Insecure,aau_bary,e_bary,ideg_bary,wdeg_bary,Wdeg_bary,Mdeg_bary,aau_helio,e_helio,ideg_helio,wdeg_helio,Wdeg_helio,Mdeg_helio,g2026feb12
470309,detached,0,0,S,46.14271946750709,0.4894716187685598,44.89205292702628,10.33948692018796,233.590600568906,12.87656454578574,46.31233771663054,0.4906505682862981,44.92636348974925,10.66278961897179,233.6763719464605,12.69916707519214,-99999.0
470316,detached,0,0,S,49.65197745971911,0.2855412376122558,21.67010696589369,52.52467022362902,258.1918877237049,15.94361958331318,50.18768063310371,0.2920741422002449,21.66799486159887,53.41872774467552,258.254355801761,15.16584021007315,-99999.0
470443,classical,m,0,S,45.95367958844028,0.06684870742649128,22.87252060317325,273.9077484054616,53.58462543228779,108.2729099373631,46.11439190918829,0.06855490166272908,22.82187032781462,277.4986153275562,53.50241748307311,104.3878881858321,-99999.0
470523,resonant,5,3,S,42.30106609383514,0.1596509641182967,15.92113183138204,150.8542852336391,326.6474764280122,40.5910859591008,42.07067110028629,0.1575203976826693,15.95399181216694,149.1665058256523,326.6939356447385,42.09391456250561,-99999.0
470593,scattering,0,0,S,89.15034578240054,0.6652172295722074,14.10728871533764,164.5710873062932,72.46966176567132,3.989805523929336,88.83186741837775,0.6637866380855213,14.12254631472934,164.7782051092377,72.4954254460483,3.981570487448356,-99999.0
470596,classical,m,0,S,45.11822760777972,0.1898685243566052,23.14877805047644,41.73009019905506,285.118675067353,4.047696973343573,45.53089982630205,0.1968975476678675,23.14065984417101,42.51457951920919,285.1175206116343,3.471282397390836,-99999.0
470599,resonant,23,7,S,66.53188569807911,0.4201259114825927,13.14535436094082,140.7707950902402,164.0927122626681,6.170061839094226,67.29574507816972,0.4262043461221933,13.11662243963181,141.2870428084762,164.1487723738768,5.851273586244534,-99999.0
471136,centaur,0,0,S,25.06314802992692,0.4412719483118434,11.36468546024408,271.0019948246883,315.5821846357762,21.92273647055827,25.09601581260698,0.4411888009578392,11.35812835725469,271.237365049306,315.6349011688633,21.80786537174964,-99999.0
471137,detached,0,0,S,62.17429517992637,0.3627545058347307,30.60649708611001,354.0736708336853,189.5717201838717,6.946697691449146,61.67516526238414,0.357778499209225,30.6876114650687,353.9185209249305,189.6016164396712,7.100469333583001,-99999.0
471143,resonant,7,2,S,69.3596391872348,0.5313713010173227,29.4597364933253,284.7043022482154,346.1853159399916,350.1827266887673,69.04755901291895,0.5298862818583195,29.48651605580461,284.9537055281922,346.3106472427276,350.0283152827736,-99999.0
471149,centaur,0,0,S,22.51818912867028,0.1950731102771493,24.38566278494107,171.3468826598869,184.8657134059835,228.5037959331798,22.45057812744815,0.198034870571061,24.44627979809358,171.715951508804,184.9379385781057,228.1752599093882,-99999.0
471150,classical,i,0,S,38.94683647711503,0.05177114953847241,39.74391746356534,301.1775187924264,1.76226883316217,261.2615610298568,38.79035695380126,0.05297119738286474,39.85898986381208,305.1735586633728,1.815385395052844,257.2570973242755,-99999.0
471151,resonant,5,2,S,55.30855279442459,0.4227050495624193,10.72581980321152,142.1496881977694,66.33103976752338,6.367388369540876,54.88315504515432,0.4182174873790553,10.74132602794156,142.2588723094043,66.3127771188061,6.420725151759225,-99999.0
471152,scattering,0,0,IH,53.71622527842476,0.3739676131887459,11.69959736467467,131.284564981826,57.95338786624523,16.89255713531171,53.32549528576159,0.3694040578129437,11.722079343451,131.1702161240171,57.94357977370874,17.16422387992226,-99999.0
471155,scattering,0,0,S,33.29695126953778,0.3370618942606505,12.417229963093,285.0382369660151,0.4795233895207217,349.5052480875635,33.32273279102139,0.3380254806188669,12.42127312138312,285.2791747038729,0.6023353720292852,349.3679514944021,-99999.0
471165,scattering,0,0,I,38.94718531832285,0.1801713499104502,15.71911528059698,282.019424425449,238.6957709295476,71.41011936314415,38.84246402050425,0.1776037558682194,15.75054936164265,281.4296566911427,238.7375631796667,72.24540373533986,-99999.0
471172,resonant,5,2,S,55.2188899606621,0.4299337318476571,3.125665823043966,217.0056563506834,50.89565234479704,355.4326805343313,55.14268010650931,0.4294564888390538,3.131348408724495,217.3658675195751,50.94843111460448,355.2807875083855,-99999.0
471196,classical,m,0,S,40.71575045551293,0.002117509027580249,13.64737890258426,226.5729144928086,331.6230031117902,123.3289602017751,40.95801743128076,0.004624618642735372,13.61254663939648,357.3028882216083,331.6566524667246,352.8431376895911,-99999.0
471210,detached,0,0,S,50.6131493655563,0.2775539269861017,27.80426276839673,259.5468841876357,158.0246219367796,7.718915849249613,51.00879498286459,0.2833611793850607,27.80593513591358,259.3873367869487,157.8904643587042,7.753265316875442,-99999.0
471237,centaur,0,0,S,25.74638659885042,0.5639642331804481,13.80578361550844,23.26320679042451,119.3255945302029,26.9879150710298,25.59859473352448,0.5623518837097886,13.80929397462509,22.97600680269746,119.3564866861076,27.27977153069394,-99999.0
471272,scattering,0,0,S,58.44754763779032,0.7401365583272076,37.74958329610542,300.7041162390318,214.3074720267095,11.7311402721959,57.97008024769795,0.7382154923691548,37.82297663919723,300.5405244672833,214.3724315550135,11.89277634514184,-99999.0
471288,resonant,7,4,IH,43.65789412828095,0.02819559429276944,13.03551055058972,202.4693522705493,257.1519563388892,92.4142995887091,43.40262250136555,0.02897975644670494,13.04604545870461,191.2120087189897,257.0912864147597,103.7584764374509,-99999.0
471318,classical,m,0,S,41.43382737528881,0.1332247732144806,27.72553158797191,251.6741951205751,236.7991071161297,97.77548270328381,41.30207953113933,0.1319549640140389,27.78949977132246,250.2146402928629,236.8192267350709,99.49140039412121,-99999.0
471325,scattering,0,0,IH,35.57428716027634,0.3307826788993236,110.2131232826985,322.4016820196536,243.8047039299655,40.60245527404904,35.75386302378108,0.3316025759858373,110.2771869266774,323.2916411621313,243.8745750971501,39.91908015592304,-99999.0
471335,centaur,0,0,S,23.81655806764452,0.1804387414024279,6.298471460591296,201.5915194386185,166.0938320613765,359.9894625148123,24.0360913194421,0.1875515174248567,6.287558319125922,201.6791604171096,166.0563668411893,359.9541752219226,-99999.0
471339,centaur,0,0,S,11.6620088272108,0.1586166988835855,8.193320004007411,77.26407292445683,330.3489088702577,34.84242427811777,11.69063957168834,0.1606858501349159,8.194692646967326,77.58408679489503,330.2729311368286,34.46509683023712,-99999.0
471512,centaur,0,0,S,28.85662292852142,0.4988548539575438,14.5930072062403,293.3491492870274,128.7686756465926,50.40348290459016,28.76672080051945,0.5000422454661612,14.60817901625343,292.9163275198526,128.8048289602089,50.6262267892552,-99999.0
471513,centaur,0,0,S,21.48499654582565,0.1168361649025533,5.906956469843919,356.8927422721809,174.4765449795838,19.70020673367213,21.38432433065881,0.1133399219657697,5.917886029019525,356.1315176847341,174.5215511487477,20.42814436619705,-99999.0
471921,classical,m,0,S,45.91913989697139,0.08040901809459672,16.30337109650805,99.23257104099406,193.1556220597965,258.8768290032517,45.65827307541978,0.08189834464272122,16.36004316575425,103.0866277435069,193.1204797159936,255.019766875471,-99999.0
