packed_designation,vtx,vty,vtz
15788,-0.9645165088561589,0.26395539457390693,0.005954310981156043
15789,-0.7507761756175217,0.658439335799717,0.052846714152872884
15810,0.8989335270175158,0.43422070636081006,-0.0580593848690137
15820,-0.9245182127148888,0.3735898241726426,-0.0754766032166371
15875,-0.9933262873958814,-0.08828625449773574,-0.07421875797314348
19299,-0.9698081843113712,0.24035454254219238,0.041252630486006844
20108,-0.8299460823912074,0.5121051160464871,-0.2212190101291053
24952,-0.7649809612151833,0.6306310429602785,0.13079991067705363
28978,0.9471338196358258,0.08343050462873637,-0.30980135344998955
32929,-0.7511252257654868,0.6593102696772511,0.033479299826267704
33340,-0.9028640202018539,-0.42680559707487514,0.051706318090788836
38628,0.9798104267445946,-0.19988627256076222,0.004123794895532877
47171,-0.7632933764951403,0.6382063722681343,0.10037852257826538
47932,0.964444764352288,-0.23479261117658823,-0.12132075770592274
55638,-0.9764402935717438,-0.21234786540949066,-0.03837625757626668
69986,-0.9736510245326897,-0.14761276625880007,-0.1738221897913733
69990,-0.9910697579391263,-0.09851581208089692,-0.08986306064520033
84719,-0.8937357906369231,0.4101865836602739,0.18161305878076855
84922,-0.9760642075103314,0.06505512821230901,-0.20752468072619373
90482,-0.24671656492367308,-0.9654758217903061,-0.08359051459702964
91133,0.9597284921730537,0.27477185493084477,-0.05849486344201397
91205,-0.991726004489057,-0.0020925379772392845,-0.1283555737199778
118228,-0.9617207523412941,0.25043477699880856,0.11124575041615084
119069,0.9968313436045007,0.07479307130402701,-0.02707893817262145
119473,-0.9389874097898467,0.3397975928949651,0.05329390320610794
120216,0.8612131827390727,-0.3374044823259491,-0.3800921851114473
126155,-0.7817045072382259,-0.6152270369076548,-0.10214576066225031
129746,0.8142819277317934,-0.5803513935742257,0.011713331970392187
131318,0.7165012991797304,-0.6762827820222883,-0.17107742987884986
133067,0.9078409256405907,-0.4004530969130605,0.12434697786747612
134340,0.8381179167295069,0.46091001655074604,-0.2917538591007537
139775,-0.6211858155855587,0.7810825627987619,-0.06354693231795247
168700,0.9373469067836789,-0.34831817028983886,-0.0074315939748982075
169071,0.9112330288420324,-0.4052391658476007,0.07372642409961408
208996,-0.7527409198997824,-0.6464102480196114,-0.12463907398426038
306792,0.9544299668100222,0.19196424431604941,0.2285020073417042
307463,-0.9982667017110436,0.05378288208464199,-0.023895477597735824
341520,-0.8357980662171725,0.52846022813076,-0.14890057015209893
385185,-0.7975313832460392,0.6025387018326283,-0.02984636546567569
385445,0.38191264710054873,0.9233128381717697,0.04044913907419238
438028,0.7296554192213931,-0.6816263354158674,0.05466724858989169
444745,0.9473212823252679,-0.2642341815990363,0.1810046555431595
450265,-0.9085141756467809,-0.4174703857702959,-0.017901666225530938
455502,-0.8588955161208157,0.5098066100272495,0.04894601883791831
456826,-0.8796344671769747,-0.0031999461580327,0.4756395321026896
469362,0.9786132898068522,0.058899256730355454,0.19709618608694973
469372,-0.2465477779218685,0.9103049589828514,-0.33250424787214133
469421,-0.648752278384127,-0.7115435286361463,0.2698634620459502
469506,0.9690148249985573,-0.24491159055153683,-0.032071509888553035
469704,0.5784872198996877,-0.8151251322255871,-0.0303900514469718
469707,0.9395305633061208,-0.27379594210354724,0.2057136424773875
469708,0.9851712313027131,-0.06507894555410236,0.15875256174015584
469987,0.9459694234696897,-0.26656744613195626,0.1846175682948656
491767,-0.6333061116949311,0.6067678747661834,0.48037080993913117
500833,0.7624040840894657,-0.6378367612549148,0.10910673011113364
500834,0.739412575628392,-0.6511170133139466,-0.17121821741775303
500883,0.9366607021806965,-0.23263426329622078,0.26181678428051375
500884,0.9354766112094897,-0.08642096808159379,-0.34265861459454033
500885,0.9825675471536273,-0.1785879746560424,-0.051646399572059576
503858,0.9424453908523828,0.3171041506563302,0.10602661410054964
504555,-0.710323446902212,0.6914394278267239,-0.13172743991899732
508823,-0.5959710721913242,0.7388172592446737,0.3145910655967718
523618,-0.8083734908289629,0.5533046268155495,0.20096340281131303
523644,-0.9978210381904101,0.043635044105298254,0.04948897524237883
523655,-0.8375462751734167,-0.5432962209978202,-0.057839892743878046
523697,0.7763157849625641,-0.6300738462443123,-0.0184594229827542
523700,0.8353322692019962,0.10736545752281015,-0.5391592144819205
523701,0.8793826258482507,-0.40692672297283555,-0.2471777487696341
523703,0.8920366214213379,-0.41280289866899256,-0.1840229140451867
523704,0.8042090903565307,-0.5748044352752517,-0.15115422645702142
523715,0.8078190093907682,-0.5796657329647803,-0.10684608599907579
523717,0.975515494877927,-0.14831902283485474,-0.1623914613469174
523751,-0.9859029309142058,0.16660323062903656,0.015452325350793543
523760,-0.9309955484228482,-0.3604508021876537,0.057641200708492595
523764,-0.9786871016043603,-0.20469394016205916,-0.01649084637572864
523766,-0.9451620554049296,0.22180264753847967,-0.23973375767223506
523768,-0.40710636478307544,-0.8266183387405618,-0.38854411565600067
524216,-0.581398570065058,0.805780710123456,-0.1126638802777744
524460,0.9119503464979087,-0.40780815117578445,-0.045156144176985574
525258,-0.7331126278361155,0.647872752151656,0.20689797467994714
529938,-0.7468962008677634,0.6577202545615761,0.09772477612538585
530838,-0.8484415784612157,0.526811903981903,-0.051147881297299504
531077,0.4554580869698159,-0.8762107518923438,-0.15752031387109688
532092,0.9635301783818553,-0.23737082263231132,0.12355034565022491
533209,0.23592277825675584,-0.9583495776054058,-0.16095505522708523
533562,0.9321551559056555,-0.34602516418585566,-0.1065521049470865
534161,-0.9698072397531391,0.2061980452916838,0.13021629636986973
534315,-0.717348784432995,0.6783293919914076,0.15899672145384497
534631,-0.7429044092324736,0.6288082367508262,0.22955008198052634
535024,-0.7717034450011233,0.45752590506325114,0.44175087908169586
535029,-0.9870561575789517,0.15930546120429295,0.018490857631899588
535032,-0.9681688511370111,0.20575142730206603,0.14253219233282965
535167,-0.9177612459896668,0.3794970053354371,-0.11703127061144679
535168,-0.992713033106326,0.08787532574794454,-0.08245459978394773
535229,-0.8309645855409377,-0.4512567976486467,-0.3253692673758021
535231,-0.6849780956048872,-0.7250209929851468,-0.07176049241981125
