mpcdes,aaubary,ebary,idegbary,nodedegbary,peridegbary,Mdegbary
15788,39.31509086230199,0.3197291080925065,1.9374338986159911,354.8330255442272,79.15664204908057,0.3416361057024372
15789,39.52651361023949,0.1856793660009393,5.156768254229456,354.6509595448911,316.9877230772713,75.64043664359676
15810,39.35348590444269,0.1170055564350914,3.8031551458622888,144.7522694734993,102.0849582109807,39.44661065091076
15820,39.45564030719419,0.3164989124390252,12.13726528717493,317.3897309659553,98.98813934544404,5.955245374532336
15875,39.38242413898734,0.3306015194569302,5.691537828118851,316.7695684695718,75.26845636533565,33.2499041621433
19299,39.56805635167748,0.257779436671749,4.737224889296993,15.963341124560532,30.152568317831857,17.35640599057816
20108,39.45350277419038,0.1461179922248011,19.55649367149392,188.0094355280919,142.889226812157,69.2397488326778
24952,39.35344231562968,0.2260286606732044,16.56352415799958,346.8320437797405,82.06709296056167,347.9993987454903
28978,39.49688468262393,0.2440514818462529,19.63015611540603,71.0305101101053,299.8626243023315,291.0010814184655
32929,39.63596042365665,0.2630315987129361,4.834047115125054,342.0588109052489,25.15478759260689,24.19263048271425
33340,39.25042125433144,0.251858454830537,3.037538166771556,127.95663655921041,324.2649336678738,13.50483125752235
38628,39.41344885255506,0.2760810917213484,15.4737505554119,169.3231329149966,67.88163360166344,11.69255000204176
47171,39.40576217181522,0.2245260945943225,8.415343712285368,97.1041328137984,295.0014228313381,11.36649460405744
47932,39.34065519428218,0.2810044058779991,10.81464017587165,26.09674828336105,195.1492814314747,19.12350672527893
55638,39.29473953303431,0.288037806342696,16.32717437954754,199.8024611153147,206.981025095408,31.317201767077506
69986,39.43649097384976,0.2249712079282595,13.93292928254597,233.9768279467523,146.3080038154204,53.39905048976094
69990,39.23250460116103,0.1863698390408053,6.577893889866056,237.16337504534454,141.6606146320419,56.64813931310457
84719,39.4339812980768,0.2644606707080914,14.01230412019612,23.08268986212503,288.3422617907663,83.16296532607566
84922,39.42262899388765,0.0758710187777284,14.79025950770095,302.7229044922575,112.5629800404462,27.44951885610339
90482,39.27973240900756,0.2238492831796987,20.56755294481566,268.5833462525786,73.02334000377972,184.934362532034
91133,39.35425714389974,0.2281002011044488,5.941857309659968,50.23941666950229,180.8131761769208,35.47637139683013
91205,39.26503640730382,0.1323874533792646,10.60511100305764,223.8493614796542,140.8186659469523,70.02196964861498
118228,39.39140789400974,0.1216176868317933,14.663615256325802,10.73210984679459,19.63237886705624,35.17712723000969
119069,39.13276783566022,0.2406479693751368,2.3606538050593033,45.370437736511604,280.4760036258504,327.7051459441923
119473,39.58851700009415,0.2853503110839112,3.6718294258638733,36.37452036055014,47.44320568362603,352.6329091191718
120216,39.37336369955241,0.3150187995219243,29.28006268438908,25.73354494911844,204.5991281583964,7.15479998200484
126155,39.41687651498689,0.2925131982700528,5.9768201794614,319.4558133182198,129.350315019688,21.41030967017358
129746,39.29033462825042,0.2680769523128062,1.474873629443258,171.5848984675931,34.8201429650947,15.89851123398773
131318,39.34203578418909,0.1740437370810942,13.69820659200944,2.083378930612803,171.2738178208004,37.87565956337943
133067,39.55368446527896,0.2573470568800154,8.884078393046922,209.4932860285446,305.0161625149235,62.07119859108126
134340,39.48886004513597,0.2490156779353786,17.14068505519694,110.3009981703397,113.7737185262524,48.454167315208146
139775,39.34972197379356,0.1929291470012605,6.489562423866515,162.5354354523089,209.2179194388096,17.8438484829281
168700,39.35327606795137,0.2305095111363082,4.991077933630001,154.7332430539982,49.80426629143917,28.52441535089231
169071,39.28373015605319,0.1915886911619362,5.637348762346472,287.5254972052556,336.1268567038617,348.29577388547807
208996,39.46953401637667,0.1790421374379278,13.564761284657072,252.0296686529746,15.11712000330832,238.1860951854565
306792,39.50198816213923,0.1564529629539356,15.61623508227601,248.48314719853224,64.78361398770558,335.966734412586
307463,39.14847095345454,0.2093283898632509,1.369442515131648,267.9008262143482,280.7575569080116,282.3419091689029
341520,39.2136720573843,0.2644194961808446,11.28218489973827,196.7031634789764,205.3474539528777,8.508503490980587
385185,39.19877854582232,0.1970659272245007,3.714378505495071,170.3127879955513,188.4767876449556,37.34364830789417
385445,39.42798567288973,0.1500416484871697,3.662478365387726,286.7588789599394,266.4657845619467,133.2143340530371
438028,39.40934205586893,0.2794104916289522,3.134062082083252,226.1592262027478,300.9366718859208,35.07216578000319
444745,39.34800067669357,0.1833543384138341,15.080511153926622,207.4951018366176,122.83676330679421,302.821468995986
450265,39.18547178194356,0.2554998095286385,4.14554082733884,10.37750557843614,100.5328021132348,2.182018450688218
455502,39.23155115834246,0.2230766513514189,12.04452502115821,136.0305665679313,145.473094461045,118.69577382633278
456826,39.32875846634467,0.2763286372059553,28.53925977862215,96.3513845558727,312.7617694541107,23.69699202792498
469362,39.55580087292228,0.2825384917582665,17.51825981240526,223.005974641985,52.918107132032,357.9487428995312
469372,39.3765040002324,0.1111437267854397,22.35176465714702,164.1841356341874,42.18863422644065,163.6920898455841
469421,39.39079328753,0.110063019345734,18.0994090123069,106.6789557999112,110.4282121678432,291.5285869387822
469506,39.50377554165794,0.2148214921352587,1.911078169580767,91.73089899550506,170.3896091636157,356.0227634716122
469704,39.43274812984533,0.1501771055113087,1.773805458460088,24.40608375526077,212.4223890511766,344.2201129257846
469707,39.42914586126896,0.2355724350432311,14.68638729790556,217.0790048279372,349.2483565515217,29.16883399404665
469708,39.32896860293773,0.3246117622972022,18.25094272454705,205.4028579241105,85.90183046238752,347.0649780688526
469987,39.43849903826467,0.3024333064420558,12.450244986115,222.5631765707984,102.2109627619216,319.0018484634739
491767,39.48938957342623,0.0769721549250707,30.12526284050315,65.5128445783078,314.6481248036511,24.50728886804387
500833,39.37183253731094,0.1037125367204847,6.942091096649714,204.4358548834108,352.2119357579762,27.15624839481784
500834,39.1701571104548,0.178527195898109,9.878229019938422,44.98990387921161,12.12738533572937,167.9672144608622
500883,39.37058182053259,0.2554223116435185,19.81497884985396,214.8933266521131,273.8803206422173,98.99491497579564
500884,39.41565097469886,0.2565609358675978,20.04630920024309,83.10186511612406,186.4087343552235,357.2041350788168
500885,39.29510725244343,0.2311086851901564,7.250637197488137,145.7146554980751,25.41765754442302,62.59780305495507
503858,39.40130285274836,0.2842723015592918,11.94152343609661,228.8730057443393,346.0660743924007,44.12690890221211
504555,39.40638106530381,0.2425400634064726,18.79734957590866,158.7516789317817,172.7674062580078,48.07644190880671
508823,39.33650023208529,0.2962296163208855,19.24553344875763,20.56383062589142,240.00333478739822,110.1460702044739
523618,39.39444522467446,0.2292709583354712,12.92550596062288,82.24250416527708,275.5739641770832,38.00330805490322
523644,39.44967012465626,0.2855284654538569,22.30490233313224,170.55861166769503,292.3373595067709,352.05346631518745
523655,39.62150482638828,0.1925461118134903,9.533707057892457,12.79052418007089,120.74268655362512,353.14240851087504
523697,39.36366500163951,0.2931856980033332,16.18753962603873,137.2900216248377,22.03700179819281,42.301926454030294
523700,39.46594813642711,0.3880469991287099,54.24975672305477,159.8811245256979,72.47600735992881,26.624723635257833
523701,39.28997592626894,0.2409798182613952,14.45723800977884,73.51068371025876,172.7208661647817,359.523415925241
523703,39.58123560415017,0.2265774590361448,14.74718203608962,109.8298998917887,132.5782867044393,2.283989987150062
523704,39.42906402964309,0.2416205285286101,8.98587273245511,39.68143004845757,186.403089420318,4.858850546612556
523715,39.5991376531389,0.1386677564835212,6.188210491501072,61.98919159860116,102.121193011007,55.86401164035262
523717,39.37222075980659,0.1996830976088978,9.66583431782555,96.27667342844776,91.8205243224826,52.55317952816908
523751,39.54824771041188,0.2255961781953796,15.26250376084787,167.1616902790844,265.9375239908469,4.576975321817879
523760,39.34115764978903,0.1415618457949034,9.814095006412714,40.66271268215384,208.6289743884041,233.2806157727265
523764,39.48935591233965,0.2517729021693892,19.53703320812431,194.47725460334993,288.8616053072578,347.332651153449
523766,39.42020481950109,0.2234983653966111,26.06511107768067,197.1136373384396,197.40452884605853,25.17246201107456
523768,39.50377305753161,0.1579905144698509,22.86559256472741,334.5071253586989,17.09188269015435,156.02246347889
524216,39.43200091543699,0.1493716930068547,6.511654942828189,209.2142054657683,18.88507285273976,163.57133489652
524460,39.28148598343922,0.1750596591588615,2.783058006900005,44.3200310053286,53.236958787864424,136.4998540420982
525258,39.31514285866844,0.2112415364250653,12.84153710087891,26.60983256386946,272.0504149310543,85.44331195935577
529938,39.45358158072332,0.1669357267918414,5.620419166654465,44.83682518728565,30.94807153893397,340.6697800984842
530838,39.26585785963931,0.2716871337669336,4.652789078882821,289.1655161760955,88.3817276257313,23.26260184513853
531077,39.44578943676662,0.1888289110898267,9.695455125965257,48.45803083493841,42.56826291044359,96.18107801020736
532092,39.52491382956934,0.1221024912826007,20.79363751334386,185.2999739160072,341.3038445838606,74.41547049255591
533209,39.29578158832744,0.2929121934998198,10.29339705612719,39.9377482882397,356.562861115996,141.7916175284272
533562,39.40108765166791,0.2176299589208766,7.982457200860466,109.7990516092174,96.79186656550588,28.10720978103229
534161,39.28485707976569,0.1931988475578534,9.671889941359831,117.5875177355123,337.09548166846,349.1495225020102
534315,39.46810468751259,0.2897111211295863,9.396095965948591,59.894235068669275,315.830273336381,16.73172806308169
534631,39.62572940608806,0.3352830257207861,15.96754536837134,15.26848215830882,3.1319408926761834,14.554047118916833
535024,39.33369066704768,0.3445005101810445,26.410830539858,51.84533295004338,65.7406254304551,330.363516994229
535029,39.21457753686703,0.2141714823833572,17.48466625072481,167.4660450164844,177.4230383654682,71.46962320350083
535032,39.48422816772942,0.1781423494711938,8.214535038851015,73.96217596528987,299.7541151480233,46.94771190356303
535167,39.40527926836392,0.1911964102058257,7.333809050406927,223.8267225089015,173.8338971328972,20.08097060430451
535168,39.43282476519797,0.175279763236108,4.760634324004362,258.3880177925752,228.2338942402621,330.4239146047711
535229,39.40134954919446,0.1966682532071257,19.063711914343262,303.8080811044262,108.1315638343769,47.37954993692518
535231,39.47240088900269,0.1982278892529182,7.281495321080267,12.35841054809503,47.91533485628474,55.34655390004634
543435,39.24733702786281,0.2572934737746955,20.16831928498999,67.33002740532717,131.4177780640678,22.11754966818905
547616,39.45052600777279,0.2623069011299512,17.59291389955617,199.551569880254,235.5050877222034,343.2806034832829
552679,39.39883829998492,0.2398094065038029,12.240666040671552,129.1756118016586,164.1433936254729,325.7582740286748
555758,39.41838715239668,0.2575361634182765,24.16298629778144,201.96624208309,35.49608196553851,356.5024951745879
555916,39.38166851410858,0.2862943968806814,26.11342800025583,204.2235123432422,57.49999764789396,349.89918024838
556067,39.37754730973516,0.1980948684827011,19.98948311294907,157.0118402884379,153.3005441709662,319.9854506834348
556068,39.34737403672391,0.0922917196906774,15.38535914418041,119.15654958839151,299.1997664037537,253.9125258146768
556130,39.32018885513159,0.258760838926952,16.816228182922384,160.4980478640049,129.4883807455576,332.8105279018223
560039,39.40695816494742,0.3285520784311872,24.02187586071978,152.0287563599969,97.61366743447138,350.241268411103
