res_q,res_p,aau,laplace_ideg,laplace_Wdeg,laplace_q,laplace_p
2,3,39.40827887514304,3.3108099809338416,178.09891228781336,-0.057720595143727384,0.0019158863328622051
2,5,55.397049477694196,0.8856587893520957,108.69031372248894,-0.004953254605034435,0.014641910766624733
1,2,47.73973004806281,2.0490434972681766,100.95863454130624,-0.00679702156395908,0.035102930409172686
4,7,43.67356668995787,1.958126785410054,89.38084003462036,0.00036923716967616343,0.034167112105645894
3,5,42.27586102169877,2.2401137148015655,76.67362642815343,0.0090095547205202,0.03803488872934837
