,probmass,qmean_gplus,pmean_gplus,idegmean_gplus,Wdegmean_gplus,angledeg_gplus,kappa_gplus,qmean_gminus,pmean_gminus,idegmean_gminus,Wdegmean_gminus,angledeg_gminus,kappa_gminus,qmean_gplusminusnone,pmean_gplusminusnone,idegmean_gplusminusnone,Wdegmean_gplusminusnone,angledeg_gplusminusnone,pval_gminus_wrt_gplus,pval_gplusminusnone_wrt_gplus,pval_invar_wrt_gplus,pval_neptune_wrt_gplus,pval_laplace_wrt_gplus,pval_gplus_wrt_gminus,pval_gplusminusnone_wrt_gminus,pval_invar_wrt_gminus,pval_neptune_wrt_gminus,pval_laplace_wrt_gminus,pval_gplus_wrt_gplusminusnone,pval_gminus_wrt_gplusminusnone,pval_invar_wrt_gplusminusnone,pval_neptune_wrt_gplusminusnone,pval_laplace_wrt_gplusminusnone,deg_distance_gplus_wrt_gplusminusnone,deg_distance_gminus_wrt_gplusminusnone,deg_distance_invar_wrt_gplusminusnone,deg_distance_neptune_wrt_gplusminusnone,deg_distance_laplace_wrt_gplusminusnone,deg_distance_gplusminusnone_wrt_gplus,deg_distance_gminus_wrt_gplus,deg_distance_invar_wrt_gplus,deg_distance_neptune_wrt_gplus,deg_distance_laplace_wrt_gplus,deg_distance_gplusminusnone_wrt_gminus,deg_distance_gminus_wrt_gminus,deg_distance_invar_wrt_gminus,deg_distance_neptune_wrt_gminus,deg_distance_laplace_wrt_gminus
0,0.95,0.0018307704011115,0.0286032424266229,1.6424235191024372,86.33773947547151,-9.275401470237467,6.143846209633865,-0.016804904073797,0.0386299277282682,2.414408346790369,113.5101446219494,133.06181422689403,6.182090177948287,-0.0091034470901673,0.0303889693267604,1.8179111835789048,106.67633335096362,0.3696326064378431,0.01690091703133556,0.32692830092898784,0.3703459755925672,0.06545061916397454,4.193132507879227e-10,0.015510595382658865,0.3059024374145376,0.12348705035178809,0.004116804902839055,2.1018742302203464e-12,0.0001454562507698931,0.00010431441070013481,0.2803338092018872,1.1055367588053144e-07,0.0,0.6348096745371953,0.6466431454202329,0.240836356810467,0.854737633753206,2.6753179329119017,0.6348096745371953,1.2128136746222795,0.5983605080533545,0.991361697021271,2.7908287537068843,0.6466431454202329,1.2128136746222795,0.8593053194600704,1.3925947687998572,3.0823378588208517
