,probmass,qmean_gplusminusnone,pmean_gplusminusnone,idegmean_gplusminusnone,Wdegmean_gplusminusnone,angledeg_gplusminusnone,qmean_gplus,pmean_gplus,idegmean_gplus,Wdegmean_gplus,angledeg_gplus,kappa_gplus,qmean_gminus,pmean_gminus,idegmean_gminus,Wdegmean_gminus,angledeg_gminus,kappa_gminus,pval_gplus_wrt_gplusminusnone,pval_gminus_wrt_gplusminusnone,pval_invar_wrt_gplusminusnone,pval_neptune_wrt_gplusminusnone,pval_laplace_wrt_gplusminusnone,pval_gplusminusnone_wrt_gplus,pval_gminus_wrt_gplus,pval_invar_wrt_gplus,pval_neptune_wrt_gplus,pval_laplace_wrt_gplus,pval_gplusminusnone_wrt_gminus,pval_gplus_wrt_gminus,pval_invar_wrt_gminus,pval_neptune_wrt_gminus,pval_laplace_wrt_gminus,deg_distance_gplus_wrt_gplusminusnone,deg_distance_gminus_wrt_gplusminusnone,deg_distance_invar_wrt_gplusminusnone,deg_distance_neptune_wrt_gplusminusnone,deg_distance_laplace_wrt_gplusminusnone,deg_distance_gplusminusnone_wrt_gplus,deg_distance_gminus_wrt_gplus,deg_distance_invar_wrt_gplus,deg_distance_neptune_wrt_gplus,deg_distance_laplace_wrt_gplus,deg_distance_gplusminusnone_wrt_gminus,deg_distance_gminus_wrt_gminus,deg_distance_invar_wrt_gminus,deg_distance_neptune_wrt_gminus,deg_distance_laplace_wrt_gminus
0,0.95,0.0224031095801338,0.0238796239525955,1.8763988456509384,46.8272334702895,2.043377298581216,-0.0977521452289868,0.0708575621350321,6.934364635212007,144.06278425299843,158.64564587190006,21.96905861664728,0.1147315258326825,0.0472721373295415,7.128126018673808,22.39283452472667,14.217397575685222,17.1421611887036,4.797288122304622e-10,1.5881740367262864e-12,0.16512327154759954,0.017611004051656165,8.805738360706528e-10,0.1677966803143801,0.0013524702358576057,0.3246430186746643,0.3493814555193837,0.12188902892597553,0.07723886021141924,0.001133067771359575,0.020256016611627015,0.008367977053721276,0.00012053020959446048,7.407222595047696,5.474798431619945,1.765813601494404,2.463603375738202,4.761921264406753,7.407222595047696,12.272658005054353,5.741849811019589,5.218171207694205,4.58035155309779,5.474798431619945,12.272658005054353,7.169541128089021,7.8935430370824875,10.236312877023535
