a e inc Omega omega Manom
39.52588760504391 0.231584102903332 20.38232003370139 11.648561797914208 43.74170473068084 47.59826604346325
39.21398068500441 0.2515762319533 30.589965452311827 24.516024297321657 346.83881793997153 316.5775408492213
39.466173822681 0.293321486478919 19.442154878617096 173.36813636197638 257.9045233394773 67.02762237615136
39.32746480095247 0.386519286297375 45.42200460769246 78.84481236853057 234.80955918837316 117.84514165482402
39.43487956197796 0.224872868630564 21.817635441499096 227.75334554395977 194.9477279852137 208.0455684111807
39.29584804507883 0.229991289683088 36.662044787686106 113.4057921438409 219.1713685621205 4.178434531723591
39.55160195135917 0.200105284807191 21.136275247068 167.36714864687917 322.57881540932743 114.91102790038299
39.38318758170099 0.216156282101883 15.007462014543943 226.5793018603585 104.88796001461475 266.60012210247
39.29857390062751 0.21656844633152 27.35209724963783 277.9551452398141 236.49849151779313 333.3142677626815
39.614068915168744 0.279552982822987 22.15381421292044 66.77438992404001 229.37810409446496 28.095510959702562
39.29402163577492 0.281879730781439 29.247103245994655 358.5073651038071 328.4532766046655 233.04753830337927
39.26220683848124 0.32354850441329 31.775356085892632 27.227075374472214 157.93775611289445 323.31935707325607
39.30137729550748 0.242505995275652 11.417897986322807 272.9729064712289 111.40574244564796 53.220948135715744
39.33851185149133 0.239552420945771 44.06426625926111 70.00487659728924 127.80962827278769 336.075673033836
39.3044111213749 0.328202575774666 33.96859147819151 298.8810884338986 185.81707938472104 259.848955149461
39.47026034891661 0.190657612304356 17.124070660538933 71.22518770346119 92.56128077334499 352.02573082912375
39.45040184817527 0.173986276965255 37.10081596567367 41.75470726753713 113.98199655192315 225.56649197120018
39.42849330454434 0.277184510068413 26.121419782792128 185.2174592018556 7.852460924600734 211.90513113543147
39.47437363420161 0.333961495958105 31.348449436449457 126.28605740096069 307.45219343450884 64.71727535638591
39.56128949763465 0.284492203203442 20.999557849650316 335.2878486547833 47.58231044473423 105.39347971485883
39.18769625110439 0.194461471582828 31.13122248962093 200.79150992436237 86.99132146438397 256.2314782923263
39.29868442977495 0.310524169629834 25.32654926250468 192.0372148635395 275.0961266663023 266.76692546283704
39.54558116789006 0.200909339226911 25.758388742709897 28.972198406362704 61.190156066657536 66.36140400569596
39.454233261500185 0.31649719003649 21.613915038961245 78.98511604475266 63.58548083824944 219.82893599982202
39.47139918290624 0.31178966487753 29.190930767524048 300.2911992621123 120.57795912042377 284.2368181641302
39.41173616522876 0.243634651293855 29.385825496496533 40.763337035125296 323.7617728161472 259.8864143801916
39.43177548499688 0.336411243705723 30.907258375990704 83.85586230673886 324.6988464470325 165.29937237860804
39.32003955479382 0.227486459151161 19.530002581954257 143.20536580203037 204.91316193943078 124.56717023467819
39.41444380671611 0.232956188577496 5.783092194037659 305.2760883652951 267.99492995155384 91.94202670041304
39.454509893725586 0.247084682784356 34.47057203182883 62.88332289260922 331.94972508119486 94.69236097026526
39.24379513580279 0.285939348178015 25.905483978524362 43.885846239889254 243.30889116736452 12.321405002784445
39.26739424240372 0.23745127602831 26.293794075490872 320.16286529265676 142.6804286548052 139.84986133720597
