i_mid_deg,node_mid_deg,diff_mid_deg,q_mid,p_mid
10.0,21.24,3.33,0.1618524501343568,0.06290845724186328
7.27,15.64,3.4,0.12185984730855813,0.03411560482637353
9.18,15.65,2.42,0.15362218541811298,0.04303663151567068
7.95,1.19,2.05,0.1382790461730507,0.002872388355644015
10.0,14.14,2.11,0.16838693370790117,0.04242086943353114
9.57,0.89,0.47,0.16623240064847972,0.002582367117121545
9.11,19.61,3.05,0.14914706222974666,0.0531382134586389
10.0,3.1,0.2,0.17339407313575106,0.00939068732519696
10.0,341.79,3.48,0.16495144703362283,-0.05426517970632481
6.16,10.41,4.01,0.10553903077217026,0.01938907796329798
10.0,352.79,1.59,0.1722751087809232,-0.02179395562000796
10.0,5.75,0.66,0.17277447003023674,0.017397474322919184
9.05,2.24,0.95,0.15717613169554207,0.0061479924637041685
10.0,8.01,1.05,0.17195402495535267,0.024197167369337916
9.94,15.81,2.39,0.1660867799305388,0.047029131743410044
10.0,344.26,3.06,0.16713682198438487,-0.04710596930332548
10.0,3.6,0.28,0.17330552265445773,0.010903459291025068
10.0,5.2,0.56,0.17293351098659007,0.01573818238859644
10.0,12.93,1.9,0.16924518348905748,0.03885559770227539
10.0,7.35,0.94,0.17222134187021407,0.022214837642185205
9.92,351.42,1.82,0.1703449682003095,-0.025701435869905195
8.74,15.47,2.53,0.14644573928531507,0.04053043376522567
10.0,2.11,0.03,0.17353044125468603,0.006393400112597941
8.39,10.06,2.06,0.14366704772902075,0.025487530842373447
7.69,12.2,2.79,0.13079117218093458,0.02827805236325271
7.45,22.2,3.95,0.12004925383537512,0.04899119301369381
10.0,17.16,2.63,0.16591815479896857,0.051233343782651056
5.74,80.0,10.43,0.017367319224439442,0.09849496177306051
10.0,2.72,0.13,0.17345254056867807,0.008240496181474141
10.0,354.07,1.37,0.1727189617354843,-0.017940174582821693
7.17,3.84,2.84,0.12453353416550401,0.00835883663307839
10.0,356.48,0.95,0.17332057781667767,-0.010661468582647817
7.68,25.36,4.23,0.12076195196642783,0.057238708474692514
10.0,354.68,1.26,0.17290016975308004,-0.01610033870457125
10.0,346.01,2.76,0.16849741410491978,-0.041979888601578995
10.0,9.28,1.27,0.17137548189270313,0.028002389417504835
10.0,12.81,1.88,0.16932619120700274,0.038501046458185424
10.0,350.92,1.91,0.17147218439487094,-0.027404006748962432
10.0,351.12,1.88,0.17156679756258525,-0.026805290171245978
10.0,3.91,0.34,0.17324399290659195,0.011840968238556888
10.0,4.27,0.4,0.17316617471035814,0.01292925145658174
10.0,346.04,2.76,0.1685193716249261,-0.04189165781138114
10.0,351.64,1.79,0.1718030055137998,-0.025247116735799376
10.0,353.12,1.53,0.17239777484103083,-0.020801366226934175
10.0,8.91,1.21,0.17155273882810804,0.026895118657867177
9.33,347.95,2.44,0.1585483180740955,-0.03384512284569163
10.0,347.96,2.43,0.1698283019782311,-0.036222057564922326
10.0,5.81,0.67,0.17275615670686334,0.017578393752543806
10.0,7.95,1.04,0.17197926988080056,0.024017084300817285
10.0,3.35,0.24,0.1733514480759497,0.010147169901855064
8.86,33.78,5.26,0.12801864580072328,0.08563631530306991
8.48,2.95,1.53,0.14726875481840043,0.007589165046230143
10.0,18.85,2.92,0.1643350212674366,0.056104281405940565
10.0,359.95,0.35,0.17364811154660972,-0.00015153660278521198
10.0,0.7,0.22,0.17363521824446915,0.0021214599315960364
10.0,5.01,0.53,0.1729847498329851,0.01516462766655907
10.0,0.83,0.2,0.17362995786885485,0.002515419946151232
6.43,31.22,5.39,0.09577134781658371,0.05804689163261419
10.0,2.82,0.15,0.1734378940136837,0.008543215269675546
10.0,342.78,3.32,0.1658644124018256,-0.0514070647444778
7.73,83.11,11.64,0.016135705088283738,0.13353368881675207
6.89,45.5,6.88,0.08408357630379976,0.08556406887428243
9.35,352.69,1.69,0.16114447909374344,-0.020671671064325794
10.0,5.77,0.66,0.1727683866401682,0.017457782929088006
