,probmass,qmean_vmf,pmean_vmf,idegmean_vmf,Wdegmean_vmf,angledeg_vmf,kappa_vmf,qmean_siraj,pmean_siraj,idegmean_siraj,Wdegmean_siraj,angledeg_siraj,kappa_siraj,qmean_vm17,pmean_vm17,idegmean_vm17,Wdegmean_vm17,angledeg_vm17,pval_vmf_wrt_vm17,pval_siraj_wrt_vm17,pval_invar_wrt_vm17,pval_neptune_wrt_vm17,pval_laplace_wrt_vm17,pval_siraj_wrt_vmf,pval_vm17_wrt_vmf,pval_invar_wrt_vmf,pval_neptune_wrt_vmf,pval_laplace_wrt_vmf,pval_vmf_wrt_siraj,pval_vm17_wrt_siraj,pval_invar_wrt_siraj,pval_neptune_wrt_siraj,pval_laplace_wrt_siraj,deg_distance_vmf_wrt_vm17,deg_distance_siraj_wrt_vm17,deg_distance_invar_wrt_vm17,deg_distance_neptune_wrt_vm17,deg_distance_laplace_wrt_vm17,deg_distance_siraj_wrt_vmf,deg_distance_vm17_wrt_vmf,deg_distance_invar_wrt_vmf,deg_distance_neptune_wrt_vmf,deg_distance_laplace_wrt_vmf,deg_distance_vmf_wrt_siraj,deg_distance_vm17_wrt_siraj,deg_distance_invar_wrt_siraj,deg_distance_neptune_wrt_siraj,deg_distance_laplace_wrt_siraj
0,0.95,-0.03385527131383624,0.05227479947418171,3.5707084554132864,122.9287239910539,1.1943628817935874,31.468760277145783,0.0224031095801338,0.0238796239525955,1.8763988456509384,46.8272334702895,2.043377298581216,26.389625539050023,0.03846284805500998,0.023385778175865412,2.58,31.3,2.5880865806311055,0.002305266876994283,0.4553469752542828,0.023511727958903883,0.002268690250051608,1.1251304332660084e-09,1.2999601395335958e-12,0.0,0.00010368065767951684,0.0008067252963439575,5.097866573322563e-10,0.008263913887631369,0.5906197079805502,0.16521912931187943,0.017632253084114646,8.856657629507936e-10,4.463342934036985,0.921006444579354,2.686143695834669,3.383782168068148,5.648943143416862,3.6121714924831836,4.463342934036985,2.0904206345362817,1.8418116126330861,3.1934120315662433,3.6121714924831836,0.921006444579354,1.765813601494404,2.463603375738202,4.761921264406753
